id,author,description,clean
4794,@adudu9436,Bahan mrk jgn di samakan dg prilaku mrk...Alloh tak suka buang rejki yg Alloh ksh,bahan mrk jgn di samakan dg prilaku mrkalloh tak suka buang rejki yg alloh ksh
4795,@arifnabil9181,Paling gak lama..nanti juga di beli lagi😅.hp ny ganti dong jangan pakai android..kan android buatan israel juga 😂,paling gak lamananti juga di beli lagi hp ny ganti dong jangan pakai androidkan android buatan israel juga
4796,@kuswantosuratj8827,"Saya sudah mulai beralih membeli producknya,,cuma masih kurang paham secara keseluruhan",saya sudah mulai beralih membeli producknyacuma masih kurang paham secara keseluruhan
4797,@bayucristianto7328,karyawan pabrik yang produksi barang² itu apa gak kena dampak. sok²an boikot lu ah😂,karyawan pabrik yang produksi barang itu apa gak kena dampak sok an boikot lu ah
4798,@shintayulyanti2931,Tttapi gimana kalo ada PHK massal 🥺 kan pabriknya di indonesia semua😢,tttapi gimana kalo ada phk massal kan pabriknya di indonesia semua
4799,@pacintabaka5853,Galon yg pertama di pegang itu merek apa?,galon yg pertama di pegang itu merek apa
4800,@ekosiswanto7297,kalo bukan kita lalu siapa lagi,kalo bukan kita lalu siapa lagi
4801,@classicmens9007,"Mereka serang tangan kiri ,kt kasih tangan kanan . Mereka serang mata kiri ,kt kasih mata kanan. Jgn lah saling membenci apalagi memboikot ,Toh WhatsApp, Facebook,Google asalnya dari ISRAEL",mereka serang tangan kiri kt kasih tangan kanan mereka serang mata kiri kt kasih mata kanan jgn lah saling membenci apalagi memboikot toh whatsapp facebookgoogle asalnya dari israel
4802,@classicmens9007,Bukannya torelansi tapi malah membenci satu sama lain,bukannya torelansi tapi malah membenci satu sama lain
4803,@acim_Barber,Indonesia yang jngn kasih masuk produk Luar..Kalo sudah ada diIndonesia otomatis ya harus dibeli biar laku untuk ngabisin barang yang ada..,indonesia yang jngn kasih masuk produk luarkalo sudah ada diindonesia otomatis ya harus dibeli biar laku untuk ngabisin barang yang ada
4804,@dadandarmadi9589,bagus umkm kita naik negara kita bakal maju,bagus umkm kita naik negara kita bakal maju
4805,@ayamhauche4757,Iklan gratis😊,iklan gratis
4806,@hendraeen5149,"😊 produk Israel jangan d pajang simpan d gudang biar gak laku,",produk israel jangan pajang simpan gudang biar gak laku
4807,@rendypitono3544,Emang itu made in israel ya,emang itu made in israel ya
4808,@hildagardis4142,"Klo cuma di indonesia doank yg ga beli dn ga jual org israel ga akan rugi.. produk² itu udh tresebar di seluruh dunia. Lagian kenapa sih?? Kalian ga kasian karyawan2 yg kerja di perusahaan mrka, nti klo mrka di PHK apakah pihak MUI siap menampung dr sebagian banyak org yg ga punya lapangan pekerjaan?? Nti ekonomi indonesia makin sulitt klo cara brpikir nya bgni, mao cari duit dmna lg org indonesia?? Ga liat apa banyak TKW dn TKI yg prgi ke negara asing klo mrka jg di usir dr sana gmna?? apa MUI jg siap menampung mrk dn memberi makan buat keluarga nya jg? Tolong lah indonesia yg cerdas sedikit cara brpkir nya klo kita aja masih membutuh kan lapangan pekerjaan dr mrka jg buat kebutuhan hidup😂 skrg aja banyak pengangguran mao jd apa negara ini nti.. cerdas lah dalam berpikir!!",klo cuma di indonesia doank yg ga beli dn ga jual org israel ga akan rugi produk itu udh tresebar di seluruh dunia lagian kenapa sih kalian ga kasian karyawan yg kerja di perusahaan mrka nti klo mrka di phk apakah pihak mui siap menampung dr sebagian banyak org yg ga punya lapangan pekerjaan nti ekonomi indonesia makin sulitt klo cara brpikir nya bgni mao cari duit dmna lg org indonesia ga liat apa banyak tkw dn tki yg prgi ke negara asing klo mrka jg di usir dr sana gmna apa mui jg siap menampung mrk dn memberi makan buat keluarga nya jg tolong lah indonesia yg cerdas sedikit cara brpkir nya klo kita aja masih membutuh kan lapangan pekerjaan dr mrka jg buat kebutuhan hidup skrg aja banyak pengangguran mao jd apa negara ini nti cerdas lah dalam berpikir
4809,@miloluna7817,"Keren.. Yuk bisa yuk, jangaan lagi menggunakan HP dgn sistem android apapun merknya karna android buatan yahudi, iphone pendukung israel, bisa yuk jangan lagi pake komputer, software windows IOS, photoshop, dll buatan pendukung Israel. Yuk bisa yuk motor  mobil buatan jepang  eropa semua produk2 jepang sampai alat berat, karna jelas mendukung Israel, bisa yuk jangan naik peswat lagi karna produk buatan pendukung Israel. Kita naik getek aja yuk bisa yuk.",keren yuk bisa yuk jangaan lagi menggunakan hp dgn sistem android apapun merknya karna android buatan yahudi iphone pendukung israel bisa yuk jangan lagi pake komputer software windows ios photoshop dll buatan pendukung israel yuk bisa yuk motor mobil buatan jepang eropa semua produk jepang sampai alat berat karna jelas mendukung israel bisa yuk jangan naik peswat lagi karna produk buatan pendukung israel kita naik getek aja yuk bisa yuk
4810,@adikojor2828,"Pda tolol sh maen boikot,,klo emng mau,,jual dlu nah udh habis uang ny donasiin ke Palestina,dri situ jngan beli lgi produk itu,,,klo bgini siap"" bnyak yg nganggur di Indonesia",pda tolol sh maen boikotklo emng maujual dlu nah udh habis uang ny donasiin ke palestinadri situ jngan beli lgi produk ituklo bgini siap bnyak yg nganggur di indonesia
4811,@julihartono2747,"Rame-rame boikot produk, tapi masih pakai YouTube, Instagram, WhatsApp dan FB.",ramerame boikot produk tapi masih pakai youtube instagram whatsapp dan fb
4812,@rudirudi6435,"Sebaiknya hindari sebisa mungkin.,agar kita tidak menanggung dosanya",sebaiknya hindari sebisa mungkinagar kita tidak menanggung dosanya
4813,@wisnuwidodo9122,"Boikot pula produk kendaraan dr Amerika , inggris , Kita harus tau bahwa sistem politik zionis itu kembaran VOC , setelah mereka besar mereka merampok dan membantai pribumi ... Pendana zionis sampai menjadi pembuat alat canggih Krn Israel anak Amerika Serikat ,",boikot pula produk kendaraan dr amerika inggris kita harus tau bahwa sistem politik zionis itu kembaran voc setelah mereka besar mereka merampok dan membantai pribumi pendana zionis sampai menjadi pembuat alat canggih krn israel anak amerika serikat
4814,@dodougetxx9406,"Pertinyiinnyi,israel udah jajah palestina dari duluuuuu banget dan merk2 itu juga udah dari dulu ada,kenapa baru sekarang boikot?",pertinyiinnyiisrael udah jajah palestina dari duluuuuu banget dan merk itu juga udah dari dulu adakenapa baru sekarang boikot
4815,@TitaTeza,"Banyak sekali prodak nya, yg kita pakai sehari2",banyak sekali prodak nya yg kita pakai sehari
4816,@wisnuwidodo9122,"Semua org Indonesia saya himbau agar MENELUSURI PERUSAHAAN"" EROPA DAN AMERIKA YG MASUK D INDO , BEKICOTT SEMUA EH BOIKOT SEMUA , KARENA TIAP PENGUSAHA EROPA DAN AMERIKA MENYJMBANGKAN DANA UTK KEHIDUPAN ORG ISRAEL UTK PERSENJATAAN ISRAEL UTK MEMBANGUN POLITIK ZIONIS YG INGIN MENJAJAH PALESTINA , MEREKA BERNIAT MEMBINASAKAN ORG"" PALESTINA ... MARI BERGERAK SESUAI KEMAMPUAN UTK MEMBANTU PALESTINA , INDONESIA G BISA KIRIM PASUKAN PERANG KRN INDONESIA MASUK D UNIFIL PBB PERDAMAIAN DUNIA ,JD TIDAK BOLEH MEMIHAK NEGARA YG BERPERANG , HARUS MENDAMAIKAN ...",semua org indonesia saya himbau agar menelusuri perusahaan eropa dan amerika yg masuk indo bekicott semua eh boikot semua karena tiap pengusaha eropa dan amerika menyjmbangkan dana utk kehidupan org israel utk persenjataan israel utk membangun politik zionis yg ingin menjajah palestina mereka berniat membinasakan org palestina mari bergerak sesuai kemampuan utk membantu palestina indonesia bisa kirim pasukan perang krn indonesia masuk unifil pbb perdamaian dunia jd tidak boleh memihak negara yg berperang harus mendamaikan
4817,@penting_yakinn,Bukannya PT/pabriknya di Indonesia semua ya?,bukannya ptpabriknya di indonesia semua ya
4818,@ghafararya,Syukur aq tak ada pake produk itu,syukur aq tak ada pake produk itu
4819,@arulmajesaa,Klo Indomilk itu produk dri israel jga bkn?,klo indomilk itu produk dri israel jga bkn
4820,@sofiyafakih4798,"Terima kasih untuk videonya, bikin yg lebih banyak lagi video kyk gini untuk jenis produk lain yg harus diboikot dan alternatifnya yg bisa kita pilih.",terima kasih untuk videonya bikin yg lebih banyak lagi video kyk gini untuk jenis produk lain yg harus diboikot dan alternatifnya yg bisa kita pilih
4821,@jrx2464,Trus ini YouTube buatan siapa😂,trus ini youtube buatan siapa
4822,@Rhi-chie,"Fatwa-fatwa MUI khusus diperuntukkan buat umat Muslim. yang lain mah bebas tak ada larangan. kenapa mesti ikut ikutan, Apalagi protes. Katanya paling toleransi dan Pancasilais",fatwafatwa mui khusus diperuntukkan buat umat muslim yang lain mah bebas tak ada larangan kenapa mesti ikut ikutan apalagi protes katanya paling toleransi dan pancasilais
4823,@bagassriindrantoro6807,"Soalnya dimensi nya sudah wilayah rasa Kemanusiaan, Kak Sudah bukan hanya wilayah agama",soalnya dimensi nya sudah wilayah rasa kemanusiaan kak sudah bukan hanya wilayah agama
4824,@Rhi-chie,"@@bagassriindrantoro6807 itu bagus, memang seharusnya begitu. Kalaupun bukan dengan alasan agama, alasan kemanusiaan pun tidak !? Saya yakin setiap agama menyukai perdamaian, dan membenci penjajahan dan pembunuhan. Tinggal realisasi dan komitmen sebagai umat beragama itu sendiri. Islam tidak memaksa yang lain ikut mereka.",itu bagus memang seharusnya begitu kalaupun bukan dengan alasan agama alasan kemanusiaan pun tidak saya yakin setiap agama menyukai perdamaian dan membenci penjajahan dan pembunuhan tinggal realisasi dan komitmen sebagai umat beragama itu sendiri islam tidak memaksa yang lain ikut mereka
4825,@kakrose3027,perjuangan bangsa indonesia terbesar hari ini adalah cukup dgn merungkadkan kaum dobollowi serungkad rungkadnya.itu kerjaan besar yg sangatt mulia,perjuangan bangsa indonesia terbesar hari ini adalah cukup dgn merungkadkan kaum dobollowi serungkad rungkadnyaitu kerjaan besar yg sangatt mulia
4826,@nurilahmad6238,aq kok kepikiran karyawan yg ribuan itu nt nasibnya jek mana yaaa pdhal mereka punya anak ada yg mondok juga sekolah.,aq kok kepikiran karyawan yg ribuan itu nt nasibnya jek mana yaaa pdhal mereka punya anak ada yg mondok juga sekolah
4827,@Ly-ej5up,Ngakak _😂_,ngakak
4828,@ahmadfahrizal379,"Lihat tuh presiden Jokowi memperpanjang Freeport 500 trilyun,jdi sia2 kalian.",lihat tuh presiden jokowi memperpanjang freeport trilyunjdi sia kalian
4829,@itapulumahuny8184,Orang. Ini ga berfikir.main boikot boikot aja.inget yg kerja kalo di phk bagaimana.bisakah kalian menanggung keluarga mereka.anak yg butuh susu.yg butuh biaya sekolah.coba di pikir baik baik,orang ini ga berfikirmain boikot boikot ajainget yg kerja kalo di phk bagaimanabisakah kalian menanggung keluarga merekaanak yg butuh susuyg butuh biaya sekolahcoba di pikir baik baik
4830,@irwansapti18,"kadang pemegang kuasa alias pemegang duit tidak berfikir saudara sendiri yg kerja di distributor mencari nafkah, jika terjadi akankah pemegang kuasa mampu mengganti secuil materi yg sering mereka dapatkan",kadang pemegang kuasa alias pemegang duit tidak berfikir saudara sendiri yg kerja di distributor mencari nafkah jika terjadi akankah pemegang kuasa mampu mengganti secuil materi yg sering mereka dapatkan
4831,@Dada3man,"Saya lbh memilih produk berkualitas ga pandang merek. Jika memang mau boikot pastikan ada produk pengganti memiliki kualitas yg sama, kalau kualitas lbh jelek ogah ganti merek. Semoga supermarket, pedagang2 kecil bsa bertahan saat mereka kesulitan dpt rejeki saat produk dagangan mereka yg diboikot ga laku semoga para penyeru boikot bkan sekedar bersuara utk memboikot tp turut serta memberikan bantuan bg pedagang yg rugi krna aksinya biar ga ada rakyat Indo yg dirugikan",saya lbh memilih produk berkualitas ga pandang merek jika memang mau boikot pastikan ada produk pengganti memiliki kualitas yg sama kalau kualitas lbh jelek ogah ganti merek semoga supermarket pedagang kecil bsa bertahan saat mereka kesulitan dpt rejeki saat produk dagangan mereka yg diboikot ga laku semoga para penyeru boikot bkan sekedar bersuara utk memboikot tp turut serta memberikan bantuan bg pedagang yg rugi krna aksinya biar ga ada rakyat indo yg dirugikan
4832,@sigitsetiadi1199,Masalahny adlh.. klo yg beli produk tsb adlh warung2 atau toko2 Skal kecil gmna.. siapa yg menanggung kerugian itu.. ini akan jadi beban masyRakat juga boss.. buat fTwa halal haram itu mudah aja..dampak panjangnya harus juga di pikir..,masalahny adlh klo yg beli produk tsb adlh warung atau toko skal kecil gmna siapa yg menanggung kerugian itu ini akan jadi beban masyrakat juga boss buat ftwa halal haram itu mudah ajadampak panjangnya harus juga di pikir
4833,@IbnuSuyuthi234,Opo waeee iki....,opo waeee iki
4834,@irwandisanjaya491,"Boikot barang Israel, tp disiarkan di youtube yg ada hub nya dengan Israel.... 😂😂😂😂😂😂😂😂😂",boikot barang israel tp disiarkan di youtube yg ada hub nya dengan israel
4835,@yusufharahap9303,Buat gaduh dalam negri,buat gaduh dalam negri
4836,@NmadanZein-mc9rx,Boikot,boikot
4837,@ImanNu-rn6mh,STOP SEMUA BARANG DARI PRODUK ISRAEL.....tapi Biarkan barang2 yg sudah ada itu laku dulu penjual juga jangan sampai merugi ..itu mata pencaharian mereka,stop semua barang dari produk israeltapi biarkan barang yg sudah ada itu laku dulu penjual juga jangan sampai merugi itu mata pencaharian mereka
4838,@teguhofficialchanel1177,UMKM laaa❤,umkm laaa
4839,@ramachenelrama,"sekalian aja tutup pabrik aqua nya bos biar banyak yg nganggur , konten ga mendidik",sekalian aja tutup pabrik aqua nya bos biar banyak yg nganggur konten ga mendidik
4840,@bangneng956,"Kalau boikot jgn nanggung"" boikot semuanya yg bukan produk indo, apapun itu.",kalau boikot jgn nanggung boikot semuanya yg bukan produk indo apapun itu
4841,@dancenlee4174,"sabun detol ikut israil dak ya , ,,",sabun detol ikut israil dak ya
4842,@alimunzaeed2534,"Semua israel, Indonesia produkmya apa",semua israel indonesia produkmya apa
4843,@Cahsragen.1982,Kirim militer lebih tepat...,kirim militer lebih tepat
4844,@emaaja2931,BOIKOT ini akan berlangsung berkepanjangan hore,boikot ini akan berlangsung berkepanjangan hore
4845,@indahrahma7299,"Parah nih orang, fanatik agama sih boleh saja tapi kan itu produk dari bangsa sendiri, buatan sendiri.. Parah.. Parah..!! Min.. Min..",parah nih orang fanatik agama sih boleh saja tapi kan itu produk dari bangsa sendiri buatan sendiri parah parah min min
4846,@indahrahma7299,"MASA ITU PRODUK ISRAEL..? ITUKAN DARI INDONESIA, INDOFOOD KAN DARI SURABAYA,.. AH.. NGACO MIMIN NIH.. BANGUN.. BANGUN.. PARAH..!",masa itu produk israel itukan dari indonesia indofood kan dari surabaya ah ngaco mimin nih bangun bangun parah
4847,@mochhermanto6263,"Microsoft,youtube,fb,whatshap harap diboikot jg krn prod. USA.......disini kita diuji mn yg munafik mn yg nashuha",microsoftyoutubefbwhatshap harap diboikot jg krn prod usadisini kita diuji mn yg munafik mn yg nashuha
4848,@yudalisa8423,bodo amat..negara muslim yg dekat disana saja tutup mata..,bodo amatnegara muslim yg dekat disana saja tutup mata
4849,@darmawatirahmadi241,Sekecil apapun perjuangan pasti akan bernilai,sekecil apapun perjuangan pasti akan bernilai
4850,@KevinFadilah-jq3py,Ahh taiiii,ahh taiiii
4851,@lesstianr1285,otak sebatas lumpur,otak sebatas lumpur
4852,@arifbudiman8620,sikap yang bijak boikot produk yang mendukung zionis kita masih bisa hidup tanpa produk mereka!!!,sikap yang bijak boikot produk yang mendukung zionis kita masih bisa hidup tanpa produk mereka
4853,@sinagatahuk7462,yakinlah ketika boikot ini berlangsung lama pasti banyak anak anak indonesia yang terlantar juga:) dan pasti persentase pengangguran di indonesia juga   Semangat Negeriku:),yakinlah ketika boikot ini berlangsung lama pasti banyak anak anak indonesia yang terlantar juga dan pasti persentase pengangguran di indonesia juga semangat negeriku
4854,@paksakerah2476,Perlu diketahui yg serukan BOIKOT ini bukan pemerintah . Karena Pemerintah sadar banyak karyawan dan pekerja yg inkamnya tergantung dgn produk produk ini .,perlu diketahui yg serukan boikot ini bukan pemerintah karena pemerintah sadar banyak karyawan dan pekerja yg inkamnya tergantung dgn produk produk ini
4855,@user-iy1ig7ze7y,bantu viralin dan boikot produk zionis israhelll,bantu viralin dan boikot produk zionis israhelll
4856,@dipujirahasia7306,"Ini nih contoh manusia yg otak ny scuil, main larang aja produk pabrik tmpat sesama ny kerja, giliran di PHK smua pgwai pabrik ny , pusing kpla ny soal ny byk buruh pabrik ny yg demo mnta kerjaan😂😂😂😂😂",ini nih contoh manusia yg otak ny scuil main larang aja produk pabrik tmpat sesama ny kerja giliran di phk smua pgwai pabrik ny pusing kpla ny soal ny byk buruh pabrik ny yg demo mnta kerjaan
4857,@suzigohhakim6311,"Setiap kali aku mau ngambil brg atau makanan yg support Israel ,aku batalkan niatku krn aku teringat anak2 yg tdk berdosa jd korban kekejaman zionis israel.😢😢😢,anak2 dan rakyat palestine merek berhak juga utk bahagia😢,hnya krn kerakusan manusia mereka menjadi korban 😢.",setiap kali aku mau ngambil brg atau makanan yg support israel aku batalkan niatku krn aku teringat anak yg tdk berdosa jd korban kekejaman zionis israel anak dan rakyat palestine merek berhak juga utk bahagia hnya krn kerakusan manusia mereka menjadi korban
